time,tmax,tmin,prcp,tavg,Year,Month
1951-01-01,-0.08560096153846154,-16.65980769230769,0.0,-8.372860576923078,1951,1
1951-01-02,-10.74826923076923,-21.95019230769231,0.0,-16.349447115384617,1951,1
1951-01-03,-11.520480769230769,-21.630721153846153,0.0,-16.575552884615384,1951,1
1951-01-04,-8.641033653846154,-17.614831730769232,3.3155048076923075,-13.127908653846154,1951,1
1951-01-05,-12.983966346153846,-23.36408653846154,0.9234615384615384,-18.1740625,1951,1
1951-01-06,-18.594495192307694,-32.502283653846156,0.0,-25.548581730769232,1951,1
1951-01-07,-15.952692307692308,-29.14028846153846,0.0,-22.546322115384616,1951,1
1951-01-08,-11.264495192307692,-21.999903846153845,0.0,-16.63269230769231,1951,1
1951-01-09,-2.4358894230769232,-12.69016826923077,0.0,-7.563293269230769,1951,1
1951-01-10,-3.9813701923076925,-14.543990384615384,0.0,-9.262524038461539,1951,1
1951-01-11,-5.959735576923077,-19.51612980769231,0.0,-12.737668269230769,1951,1
1951-01-12,-4.610360576923077,-19.079783653846153,0.0,-11.844903846153846,1951,1
1951-01-13,-3.583653846153846,-8.850865384615384,0.0,-6.217355769230769,1951,1
1951-01-14,-4.997067307692308,-9.92935096153846,0.0,-7.463341346153846,1951,1
1951-01-15,-5.801610576923077,-13.448557692307693,1.2664182692307693,-9.625456730769232,1951,1
1951-01-16,-0.7020432692307692,-15.952307692307693,0.0,-8.327139423076924,1951,1
1951-01-17,0.47259615384615383,-12.128774038461538,0.0,-5.828269230769231,1951,1
1951-01-18,-0.6760576923076923,-11.266346153846154,0.0,-5.971706730769231,1951,1
1951-01-19,-7.039158653846154,-14.832956730769231,1.8098076923076922,-10.936081730769232,1951,1
1951-01-20,-11.336850961538461,-23.080625,0.13242788461538463,-17.208822115384617,1951,1
1951-01-21,-16.638509615384617,-32.190745192307695,0.0,-24.41454326923077,1951,1
1951-01-22,-7.995288461538461,-22.716298076923078,0.2332451923076923,-15.355,1951,1
1951-01-23,-6.4105528846153845,-15.712836538461538,0.7875480769230769,-11.061442307692309,1951,1
1951-01-24,-13.570264423076923,-19.075264423076923,0.0,-16.322572115384617,1951,1
1951-01-25,-14.997139423076923,-25.142451923076923,0.0,-20.070096153846155,1951,1
1951-01-26,-16.834903846153846,-20.464927884615385,1.2216826923076922,-18.649615384615384,1951,1
1951-01-27,-19.009903846153847,-26.282932692307693,3.056394230769231,-22.646442307692308,1951,1
1951-01-28,-24.065528846153846,-33.371802884615384,0.0,-28.718846153846155,1951,1
1951-01-29,-28.21079326923077,-38.512427884615384,0.0,-33.361658653846156,1951,1
1951-01-30,-20.342451923076922,-38.03252403846154,0.0,-29.187451923076924,1951,1
1951-01-31,-19.263173076923078,-29.980576923076924,0.0,-24.621658653846154,1951,1
1951-02-01,-21.4971875,-36.54790865384616,0.0,-29.022403846153846,1951,2
1951-02-02,-13.243389423076923,-31.138894230769232,0.0,-22.190865384615385,1951,2
1951-02-03,-4.896826923076923,-18.73170673076923,0.042067307692307696,-11.813990384615385,1951,2
1951-02-04,-4.758341346153846,-16.489014423076924,0.0012740384615384614,-10.623533653846154,1951,2
1951-02-05,-7.568365384615385,-19.450264423076923,0.7863942307692308,-13.509927884615385,1951,2
1951-02-06,-5.531995192307693,-21.12139423076923,3.0741826923076925,-13.326947115384616,1951,2
1951-02-07,-21.013581730769232,-28.773485576923076,0.0,-24.893461538461537,1951,2
1951-02-08,-19.494903846153846,-33.46262019230769,0.0,-26.478774038461538,1951,2
1951-02-09,-17.208870192307693,-31.8978125,0.0,-24.553677884615386,1951,2
1951-02-10,-2.043076923076923,-17.208870192307693,0.05891826923076923,-9.626009615384616,1951,2
1951-02-11,-3.213485576923077,-9.523846153846154,0.0,-6.368557692307692,1951,2
1951-02-12,-8.496322115384615,-21.57487980769231,0.6796875,-15.036081730769231,1951,2
1951-02-13,-15.513533653846153,-30.362572115384616,0.016778846153846155,-22.938052884615384,1951,2
1951-02-14,-10.163341346153846,-29.26141826923077,0.0,-19.712451923076923,1951,2
1951-02-15,-4.055288461538462,-17.28846153846154,0.0,-10.67204326923077,1951,2
1951-02-16,-1.0839663461538462,-8.176442307692307,0.0,-4.630264423076923,1951,2
1951-02-17,0.8674519230769231,-2.5288942307692306,0.0,-0.8306490384615385,1951,2
1951-02-18,1.3182692307692307,-0.4062259615384615,0.0,0.45610576923076923,1951,2
1951-02-19,0.6236057692307693,-1.3354326923076922,0.0,-0.35557692307692307,1951,2
1951-02-20,-0.39896634615384613,-5.477211538461538,0.0,-2.938125,1951,2
1951-02-21,-0.20685096153846153,-12.991754807692308,0.0,-6.598990384615385,1951,2
1951-02-22,0.6432451923076923,-9.248966346153846,0.0009134615384615384,-4.302764423076923,1951,2
1951-02-23,0.01795673076923077,-6.639158653846154,0.04608173076923077,-3.310576923076923,1951,2
1951-02-24,3.2157932692307694,-0.890625,5.600865384615385,1.1628846153846153,1951,2
1951-02-25,3.398076923076923,0.5717788461538461,8.270817307692308,1.9847115384615384,1951,2
1951-02-26,2.152259615384615,-0.42209134615384614,7.602644230769231,0.8649278846153846,1951,2
1951-02-27,-0.21447115384615384,-7.7705769230769235,0.07920673076923077,-3.992451923076923,1951,2
1951-02-28,-5.79764423076923,-11.691370192307692,6.359831730769231,-8.744903846153846,1951,2
1951-03-01,-7.496177884615385,-13.545456730769232,8.883461538461539,-10.5203125,1951,3
1951-03-02,-7.133221153846153,-22.411971153846153,0.22627403846153846,-14.772283653846154,1951,3
1951-03-03,-5.578701923076923,-12.314639423076922,13.15891826923077,-8.946658653846153,1951,3
1951-03-04,-7.072980769230769,-22.87372596153846,0.4890625,-14.973557692307692,1951,3
1951-03-05,1.9000961538461538,-17.958533653846153,0.0023557692307692307,-8.029375,1951,3
1951-03-06,2.4479326923076923,-16.84831730769231,0.0,-7.200096153846154,1951,3
1951-03-07,-13.00423076923077,-23.88185096153846,1.6226201923076924,-18.442908653846153,1951,3
1951-03-08,-14.177307692307693,-22.538485576923076,2.3103365384615384,-18.357932692307692,1951,3
1951-03-09,-9.294014423076923,-27.35891826923077,0.0,-18.326778846153847,1951,3
1951-03-10,-4.013798076923077,-11.688605769230769,0.44872596153846156,-7.851009615384616,1951,3
1951-03-11,-1.585,-6.727620192307692,8.715384615384615,-4.156322115384615,1951,3
1951-03-12,-3.4429807692307692,-7.467716346153846,5.889831730769231,-5.456009615384615,1951,3
1951-03-13,-3.0274759615384617,-8.075649038461538,0.7845673076923076,-5.551153846153846,1951,3
1951-03-14,-0.12629807692307693,-8.112091346153846,0.0,-4.118918269230769,1951,3
1951-03-15,-1.0190144230769231,-14.490288461538462,0.0,-7.754567307692308,1951,3
1951-03-16,-0.6647836538461539,-18.8571875,0.0,-9.760769230769231,1951,3
1951-03-17,0.4131971153846154,-9.883004807692307,0.19485576923076922,-4.734711538461538,1951,3
1951-03-18,-2.0559375,-9.061995192307693,12.13858173076923,-5.5586298076923075,1951,3
1951-03-19,-6.6975961538461535,-14.483990384615385,2.6519951923076923,-10.590865384615384,1951,3
1951-03-20,-10.015120192307693,-18.47362980769231,0.0,-14.244759615384615,1951,3
1951-03-21,-9.458173076923076,-22.1178125,0.0,-15.788341346153846,1951,3
1951-03-22,0.36646634615384616,-12.708389423076923,0.0,-6.171081730769231,1951,3
1951-03-23,-1.1290865384615385,-10.476586538461538,0.0,-5.8026201923076925,1951,3
1951-03-24,-2.1472596153846153,-15.927932692307692,0.0,-9.037139423076923,1951,3
1951-03-25,2.4286057692307694,-7.738125,0.0,-2.6546394230769232,1951,3
1951-03-26,3.6699759615384617,-5.7849038461538465,0.0,-1.0574759615384615,1951,3
1951-03-27,4.131394230769231,-3.4082932692307693,1.1579807692307693,0.3618509615384615,1951,3
1951-03-28,5.116370192307692,-0.2145673076923077,1.1414182692307693,2.450889423076923,1951,3
1951-03-29,3.981923076923077,-2.226370192307692,0.0,0.8780048076923077,1951,3
1951-03-30,1.223798076923077,-3.775096153846154,0.5283653846153846,-1.275889423076923,1951,3
1951-03-31,0.2765144230769231,-2.540360576923077,1.4919471153846153,-1.131923076923077,1951,3
1951-04-01,2.196442307692308,-3.392331730769231,0.0,-0.5980288461538461,1951,4
1951-04-02,4.012932692307692,-3.610264423076923,0.0,0.2016826923076923,1951,4
1951-04-03,5.951514423076923,-5.538149038461539,0.0,0.20651442307692308,1951,4
1951-04-04,7.442716346153846,-5.3403125,0.0,1.0515384615384615,1951,4
1951-04-05,9.046610576923078,-5.603966346153846,0.0,1.7215625,1951,4
1951-04-06,8.691346153846155,-1.7437740384615386,0.25516826923076924,3.473389423076923,1951,4
1951-04-07,4.247019230769231,-0.4220673076923077,7.065024038461538,1.9126923076923077,1951,4
1951-04-08,2.6857451923076923,0.010985576923076923,5.47733173076923,1.3484375,1951,4
1951-04-09,5.806899038461538,0.06072115384615385,0.14194711538461538,2.933269230769231,1951,4
1951-04-10,5.632956730769231,0.34701923076923075,2.612860576923077,2.9897596153846155,1951,4
1951-04-11,4.953581730769231,-1.082139423076923,5.3378125,1.9352403846153847,1951,4
1951-04-12,3.725216346153846,-0.4423076923076923,2.142692307692308,1.6413221153846154,1951,4
1951-04-13,7.353125,-0.6351442307692308,0.0017548076923076922,3.3594471153846155,1951,4
1951-04-14,6.548028846153846,-1.623966346153846,0.0,2.4615865384615385,1951,4
1951-04-15,0.9912740384615385,-5.041370192307692,0.4173076923076923,-2.024783653846154,1951,4
1951-04-16,2.087451923076923,-6.452115384615385,0.0,-2.1826923076923075,1951,4
1951-04-17,6.031875,-7.969206730769231,0.0,-0.9684855769230769,1951,4
1951-04-18,7.096225961538462,-1.9643509615384616,0.1308173076923077,2.5662019230769233,1951,4
1951-04-19,7.910793269230769,-4.1448557692307695,0.0,1.883125,1951,4
1951-04-20,8.694447115384616,-1.2965625,0.0,3.6990144230769233,1951,4
1951-04-21,6.1668509615384615,-0.3787019230769231,10.815240384615384,2.893653846153846,1951,4
1951-04-22,6.124326923076923,-2.933918269230769,2.1150240384615384,1.5948076923076924,1951,4
1951-04-23,9.7996875,-2.7714903846153844,0.0,3.513918269230769,1951,4
1951-04-24,12.195240384615385,-0.5786057692307692,0.0,5.808533653846154,1951,4
1951-04-25,15.54295673076923,-0.3127884615384615,0.0,7.615168269230769,1951,4
1951-04-26,17.490889423076922,-0.4796875,0.0,8.505721153846153,1951,4
1951-04-27,18.75769230769231,7.125721153846154,4.436177884615384,12.941658653846154,1951,4
1951-04-28,23.357884615384616,6.000192307692307,0.13908653846153846,14.679134615384616,1951,4
1951-04-29,23.6484375,6.571899038461538,0.0,15.110144230769231,1951,4
1951-04-30,20.947403846153847,9.147283653846154,6.5496634615384615,15.047091346153847,1951,4
1951-05-01,23.58141826923077,12.017860576923077,22.18641826923077,17.799879807692307,1951,5
1951-05-02,24.684471153846154,12.59125,6.203317307692307,18.638173076923078,1951,5
1951-05-03,24.244110576923077,9.794471153846153,1.6910576923076923,17.01951923076923,1951,5
1951-05-04,17.533701923076922,2.7205769230769232,1.6879807692307693,10.127451923076922,1951,5
1951-05-05,13.810336538461538,2.6706971153846153,2.3110576923076924,8.24014423076923,1951,5
1951-05-06,14.912475961538462,1.0757692307692308,0.022692307692307692,7.994230769230769,1951,5
1951-05-07,20.224110576923078,3.96625,0.0,12.095528846153845,1951,5
1951-05-08,22.545120192307692,7.241947115384615,0.0,14.893461538461539,1951,5
1951-05-09,19.844807692307693,6.8532692307692304,0.0,13.348918269230769,1951,5
1951-05-10,16.294519230769232,-0.4868990384615385,0.0,7.9041826923076925,1951,5
1951-05-11,20.339927884615385,0.2716826923076923,0.0,10.305889423076923,1951,5
1951-05-12,21.252860576923077,5.228701923076923,0.0,13.240673076923077,1951,5
1951-05-13,22.62826923076923,4.261418269230769,0.0,13.444567307692308,1951,5
1951-05-14,21.77439903846154,12.133100961538462,1.8079807692307692,16.953653846153845,1951,5
1951-05-15,22.685961538461537,13.974471153846153,5.633533653846154,18.330432692307692,1951,5
1951-05-16,23.680841346153848,11.608942307692308,5.853341346153846,17.64502403846154,1951,5
1951-05-17,20.978317307692308,8.132620192307693,0.0,14.555264423076924,1951,5
1951-05-18,23.685048076923078,12.765120192307693,2.8487740384615385,18.225120192307692,1951,5
1951-05-19,23.18762019230769,12.881514423076924,3.2199759615384616,18.034423076923076,1951,5
1951-05-20,24.373004807692308,10.939615384615385,2.838653846153846,17.656322115384615,1951,5
1951-05-21,21.706610576923076,8.757091346153846,0.0,15.231129807692307,1951,5
1951-05-22,19.785072115384615,4.547307692307692,0.0,12.165552884615385,1951,5
1951-05-23,24.16466346153846,8.244615384615384,0.0,16.20454326923077,1951,5
1951-05-24,26.71060096153846,11.135649038461539,0.0,18.922932692307693,1951,5
1951-05-25,24.63298076923077,10.80625,11.052043269230769,17.71925480769231,1951,5
1951-05-26,18.885,8.8278125,2.399206730769231,13.856514423076923,1951,5
1951-05-27,19.480576923076924,10.147379807692309,0.040408653846153844,14.813966346153846,1951,5
1951-05-28,22.673028846153848,6.421153846153846,0.01014423076923077,14.546826923076923,1951,5
1951-05-29,23.909951923076925,12.239639423076923,0.0,18.07487980769231,1951,5
1951-05-30,20.977620192307693,9.903966346153846,3.6788221153846155,15.440913461538461,1951,5
1951-05-31,13.457884615384616,7.9958413461538465,11.8440625,10.727091346153847,1951,5
1951-06-01,10.418197115384615,7.532115384615385,9.763052884615385,8.975264423076924,1951,6
1951-06-02,11.589302884615385,6.382788461538461,25.758125,8.98625,1951,6
1951-06-03,11.208485576923078,4.5813461538461535,3.080216346153846,7.895408653846154,1951,6
1951-06-04,16.663173076923076,1.4613942307692307,0.004639423076923077,9.06264423076923,1951,6
1951-06-05,19.33673076923077,3.886778846153846,0.0,11.611971153846154,1951,6
1951-06-06,20.607740384615386,5.8020432692307695,0.0,13.20485576923077,1951,6
1951-06-07,20.87074519230769,7.732548076923077,0.0,14.301850961538461,1951,6
1951-06-08,22.911442307692308,10.04329326923077,0.0,16.477403846153845,1951,6
1951-06-09,20.76221153846154,10.038701923076923,9.601875,15.40079326923077,1951,6
1951-06-10,22.49920673076923,5.94875,0.0,14.223846153846154,1951,6
1951-06-11,24.088100961538462,9.003485576923078,0.0,16.5459375,1951,6
1951-06-12,24.10579326923077,8.24733173076923,1.2803846153846155,16.17625,1951,6
1951-06-13,26.025168269230768,9.503485576923078,0.003966346153846154,17.764735576923076,1951,6
1951-06-14,27.506899038461537,12.539302884615385,0.0,20.023173076923076,1951,6
1951-06-15,27.20362980769231,12.720408653846153,0.0,19.96153846153846,1951,6
1951-06-16,27.298581730769232,14.267764423076922,0.28451923076923075,20.783197115384617,1951,6
1951-06-17,25.722740384615385,13.758100961538462,2.8731730769230768,19.740721153846152,1951,6
1951-06-18,25.786057692307693,13.23076923076923,0.0,19.508245192307694,1951,6
1951-06-19,22.0675,11.13233173076923,3.1623076923076923,16.60014423076923,1951,6
1951-06-20,23.309134615384615,11.56423076923077,21.96016826923077,17.43685096153846,1951,6
1951-06-21,24.473870192307693,12.810024038461538,1.7551201923076922,18.641971153846153,1951,6
1951-06-22,21.000384615384615,13.241658653846153,6.148341346153846,17.120889423076925,1951,6
1951-06-23,22.99528846153846,11.405673076923076,3.7903365384615384,17.200576923076923,1951,6
1951-06-24,24.55141826923077,13.029831730769232,11.98,18.790384615384614,1951,6
1951-06-25,22.08983173076923,13.408221153846155,8.762884615384616,17.749302884615386,1951,6
1951-06-26,22.204927884615383,13.482067307692308,17.18800480769231,17.8434375,1951,6
1951-06-27,21.624110576923076,13.599302884615385,2.724375,17.611947115384616,1951,6
1951-06-28,20.24706730769231,8.230264423076923,1.4586057692307692,14.23875,1951,6
1951-06-29,19.72247596153846,9.63891826923077,0.0,14.6809375,1951,6
1951-06-30,20.013509615384617,10.379326923076922,0.024447115384615383,15.196081730769231,1951,6
1951-07-01,22.57423076923077,9.403149038461539,0.0,15.988629807692307,1951,7
1951-07-02,24.465120192307694,10.033966346153846,0.45524038461538463,17.248798076923077,1951,7
1951-07-03,21.568846153846152,13.423774038461538,46.02274038461538,17.49658653846154,1951,7
1951-07-04,22.241129807692307,9.961442307692307,7.801754807692308,16.10173076923077,1951,7
1951-07-05,23.17526442307692,11.33391826923077,0.0,17.25456730769231,1951,7
1951-07-06,23.49889423076923,14.949038461538462,0.0,19.224110576923078,1951,7
1951-07-07,27.29706730769231,17.16002403846154,1.4119230769230768,22.228605769230768,1951,7
