clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd,latitude,longitude
32,2024-06-14,10.2,58,466,359,121,919,966,26.7,1718395200,8.4,269,4.3,1718341200,16.1,1718355600,0.0,0.0,986,final,48,1016,0.0,0.0,343,1391,11193,8617,8232,22.2,1718341200,269,8.2,2.6,44.993,-93.175
93,2024-06-15,13.9,58,466,359,121,919,966,21.1,1718460000,3.1,138,7.7,1718503200,17.2,1718488800,27.8,27.8,983,final,73,1013,0.0,0.0,78,1391,11195,8621,1870,19.0,1718427600,138,14.0,5.6,44.993,-93.175
86,2024-06-16,19.3,58,467,359,121,918,966,31.1,1718575200,5.3,201,7.7,1718517600,17.8,1718514000,26.8,26.8,974,final,73,1003,0.0,0.0,237,1391,11196,8624,5686,24.9,1718514000,201,13.0,5.1,44.993,-93.175
90,2024-06-17,14.2,58,467,359,121,918,966,25.0,1718600400,3.1,146,7.9,1718661600,13.9,1718625600,18.3,18.3,979,final,81,1009,0.0,0.0,65,1391,11196,8626,1557,17.8,1718600400,146,17.5,4.5,44.993,-93.175
74,2024-06-18,20.3,58,466,359,121,918,966,29.4,1718751600,4.3,179,10.8,1718733600,18.9,1718686800,11.3,11.3,974,final,77,1004,0.0,0.0,204,1391,11196,8627,4886,24.9,1718686800,179,17.5,7.0,44.993,-93.175
91,2024-06-19,12.2,58,466,359,121,918,966,22.8,1718834400,3.1,219,6.8,1718802000,16.7,1718798400,0.0,0.0,991,final,64,1021,0.0,0.0,119,1391,11195,8628,2848,19.6,1718773200,219,9.8,4.5,44.993,-93.175
82,2024-06-20,12.8,58,466,359,121,918,966,18.9,1718902800,4.1,107,5.0,1718892000,16.1,1718866800,2.3,2.3,996,final,73,1026,0.0,0.0,147,1391,11193,8627,3539,17.6,1718859600,107,7.6,2.9,44.993,-93.175
100,2024-06-21,17.5,58,466,359,121,918,966,21.1,1718985600,3.1,75,5.3,1719021600,17.8,1718946000,11.0,11.0,989,final,88,1020,0.0,0.0,38,1391,11190,8625,913,19.6,1718946000,75,11.3,3.7,44.993,-93.175
99,2024-06-22,18.0,58,466,359,121,918,966,23.9,1719075600,3.2,225,5.9,1719097200,15.0,1719115200,25.5,25.5,980,final,87,1009,0.0,0.0,67,1391,11187,8623,1598,20.3,1719032400,225,12.4,3.3,44.993,-93.175
51,2024-06-23,13.4,58,466,359,121,918,965,28.9,1719180000,8.1,297,7.6,1719183600,12.8,1719133200,0.0,0.0,981,final,65,1011,0.0,0.0,339,1391,11183,8620,8143,21.1,1719118800,297,11.7,3.6,44.993,-93.175
61,2024-06-24,18.0,58,466,359,121,917,965,29.4,1719266400,5.8,132,9.3,1719266400,18.3,1719223200,0.0,0.0,977,final,68,1007,0.0,0.0,235,1390,11178,8615,5648,24.4,1719205200,132,13.5,4.7,44.993,-93.175
50,2024-06-25,14.8,58,466,359,121,917,965,29.4,1719352800,8.2,277,6.1,1719349200,23.1,1719309600,0.0,0.0,977,final,53,1006,0.0,0.0,345,1390,11172,8610,8273,26.3,1719291600,277,9.7,3.6,44.993,-93.175
37,2024-06-26,12.0,58,465,359,121,917,964,26.7,1719435600,7.5,257,7.1,1719421200,19.3,1719460800,0.0,0.0,983,final,50,1012,0.0,0.0,349,1389,11166,8604,8385,23.1,1719378000,257,11.8,4.3,44.993,-93.175
60,2024-06-27,13.6,58,465,358,121,917,964,24.4,1719522000,3.1,124,4.7,1719543600,15.6,1719482400,6.0,6.0,983,final,68,1013,0.0,0.0,117,1388,11159,8597,2804,19.8,1719464400,124,10.0,3.1,44.993,-93.175
93,2024-06-28,18.2,58,465,358,121,917,963,25.6,1719615600,3.1,182,9.6,1719565200,18.3,1719576000,19.3,19.3,973,final,82,1003,0.0,0.0,107,1387,11152,8589,2570,21.5,1719550800,182,14.0,5.2,44.993,-93.175
44,2024-06-29,12.8,58,464,358,121,917,963,22.2,1719669600,5.1,283,8.8,1719691200,16.7,1719720000,0.0,0.0,983,final,64,1013,0.0,0.0,235,1386,11143,8580,5628,20.1,1719637200,283,13.7,5.3,44.993,-93.175
9,2024-06-30,7.6,58,464,357,121,917,962,22.8,1719788400,9.8,148,3.6,1719799200,12.2,1719741600,0.0,0.0,995,final,52,1026,0.0,0.0,357,1385,11134,8570,8570,18.2,1719723600,148,11.3,2.7,44.993,-93.175
64,2024-07-01,9.4,58,463,357,121,916,962,24.4,1719860400,3.2,157,9.6,1719864000,15.6,1719828000,0.3,0.3,989,final,51,1019,0.0,0.0,118,1383,11124,8560,2842,20.0,1719810000,157,14.8,6.6,44.993,-93.175
90,2024-07-02,16.1,58,463,356,121,916,961,22.8,1719957600,3.1,188,6.7,1719903600,15.0,1719907200,22.5,22.5,978,final,82,1008,0.0,0.0,82,1382,11113,8548,1977,19.3,1719896400,188,12.5,4.1,44.993,-93.175
12,2024-07-03,14.5,57,463,356,121,916,960,30.0,1720040400,9.4,259,7.1,1720026000,17.8,1720000800,0.0,0.0,980,final,58,1010,0.0,0.0,353,1380,11102,8536,8476,24.3,1719982800,259,12.2,4.5,44.993,-93.175
80,2024-07-04,15.8,57,462,355,121,916,959,23.3,1720069200,3.2,169,5.9,1720116000,17.0,1720126800,16.7,16.7,982,final,81,1011,0.0,0.0,106,1378,11090,8523,2553,19.3,1720069200,169,10.7,2.9,44.993,-93.175
76,2024-07-05,14.9,57,462,355,121,916,959,25.6,1720216800,5.7,196,5.5,1720213200,16.7,1720184400,13.8,13.8,981,final,73,1011,0.0,0.0,253,1377,11077,8508,6073,20.4,1720155600,196,10.3,3.5,44.993,-93.175
57,2024-07-06,14.2,57,461,354,121,916,958,27.8,1720303200,7.4,208,6.5,1720310400,16.7,1720260000,0.0,0.0,983,final,61,1013,0.0,0.0,310,1375,11063,8493,7446,22.8,1720242000,208,13.4,2.7,44.993,-93.175
79,2024-07-07,15.2,57,460,353,121,915,957,27.2,1720386000,7.7,215,5.5,1720328400,18.3,1720335600,1.3,1.3,981,final,64,1011,0.0,0.0,306,1373,11048,8477,7335,22.7,1720328400,215,12.0,3.2,44.993,-93.175
63,2024-07-08,15.7,57,460,353,121,915,956,27.8,1720479600,6.6,248,4.4,1720483200,20.0,1720440000,8.9,8.9,982,final,62,1012,0.0,0.0,320,1371,11033,8460,7671,23.6,1720414800,248,9.9,2.4,44.993,-93.175
38,2024-07-09,16.9,57,459,352,120,915,955,28.9,1720548000,7.7,242,5.2,1720558800,19.4,1720522800,0.5,0.5,983,final,67,1013,0.0,0.0,328,1369,11017,8443,7863,23.9,1720501200,242,19.9,1.9,44.993,-93.175
69,2024-07-10,17.4,57,458,351,120,915,954,26.7,1720634400,3.0,182,6.5,1720641600,20.0,1720605600,5.3,5.3,984,final,73,1014,0.0,0.0,98,1367,11000,8424,2352,22.8,1720587600,182,15.6,1.8,44.993,-93.175
37,2024-07-11,16.7,57,458,350,120,915,953,29.4,1720742400,6.9,211,3.4,1720731600,18.9,1720688400,0.0,0.0,987,final,64,1017,0.0,0.0,339,1365,10982,8405,8127,24.9,1720674000,211,3.7,1.8,44.993,-93.175
20,2024-07-12,16.8,57,457,349,120,914,952,30.0,1720818000,8.4,182,6.0,1720814400,22.2,1720782000,0.0,0.0,987,final,58,1017,0.0,0.0,348,1363,10963,8384,8363,26.3,1720760400,182,10.0,3.9,44.993,-93.175
54,2024-07-13,20.2,57,456,348,120,914,950,27.2,1720911600,5.9,153,4.7,1720897200,20.6,1720879200,4.3,4.3,984,final,78,1014,0.0,0.0,254,1360,10944,8363,6106,24.4,1720846800,153,15.9,3.3,44.993,-93.175
46,2024-07-14,19.1,57,455,348,120,914,949,31.7,1720994400,6.2,235,7.2,1720936800,19.4,1720944000,14.5,14.5,981,final,69,1010,0.0,0.0,269,1358,10924,8341,6458,25.7,1720933200,235,26.4,3.2,44.993,-93.175
60,2024-07-15,19.4,56,454,347,120,914,948,30.0,1721077200,3.0,246,7.3,1721052000,22.2,1721052000,1.8,1.8,978,final,71,1007,0.0,0.0,138,1355,10902,8318,3309,25.1,1721019600,246,14.8,3.9,44.993,-93.175
29,2024-07-16,13.5,56,453,346,120,914,947,27.2,1721167200,7.4,287,6.2,1721149200,18.3,1721127600,0.0,0.0,981,final,56,1011,0.0,0.0,333,1352,10880,8295,7985,23.3,1721106000,287,10.3,4.1,44.993,-93.175
27,2024-07-17,10.1,56,452,345,120,913,945,23.3,1721239200,6.6,199,6.0,1721232000,16.7,1721214000,0.0,0.0,989,final,53,1019,0.0,0.0,257,1350,10857,8270,6161,20.4,1721192400,199,10.8,3.9,44.993,-93.175
39,2024-07-18,11.2,56,451,344,120,913,944,26.1,1721340000,5.1,238,3.6,1721347200,16.1,1721300400,0.0,0.0,992,final,53,1022,0.0,0.0,216,1347,10834,8245,5183,21.7,1721278800,238,5.2,2.0,44.993,-93.175
57,2024-07-19,13.2,56,450,342,120,913,942,26.7,1721415600,4.9,207,5.7,1721404800,18.3,1721379600,0.0,0.0,989,final,55,1019,0.0,0.0,188,1343,10809,8219,4522,23.1,1721365200,207,11.3,3.0,44.993,-93.175
80,2024-07-20,17.0,56,449,341,120,913,941,27.8,1721509200,6.4,198,4.4,1721502000,21.7,1721473200,0.0,0.0,988,final,63,1018,0.0,0.0,308,1340,10784,8192,7381,24.6,1721451600,198,4.9,2.7,44.993,-93.175
74,2024-07-21,18.2,56,448,340,120,913,939,26.1,1721599200,5.2,230,5.4,1721574000,18.9,1721577600,39.8,39.8,989,final,77,1019,0.0,0.0,221,1337,10757,8164,5309,22.6,1721538000,230,8.5,2.4,44.993,-93.175
55,2024-07-22,17.7,56,447,339,120,912,938,28.9,1721682000,7.7,213,6.5,1721682000,18.3,1721638800,9.7,9.7,986,final,73,1016,0.0,0.0,303,1333,10730,8135,7277,23.1,1721624400,213,14.0,2.5,44.993,-93.175
83,2024-07-23,16.8,55,446,338,120,912,936,23.9,1721775600,4.0,121,4.2,1721739600,18.9,1721721600,0.0,0.0,986,final,79,1016,0.0,0.0,154,1330,10703,8106,3694,20.9,1721710800,121,6.8,2.4,44.993,-93.175
42,2024-07-24,14.1,55,445,336,120,912,934,24.4,1721862000,4.4,84,4.5,1721836800,17.2,1721808000,0.0,0.0,991,final,66,1021,0.0,0.0,255,1326,10675,8076,6129,21.0,1721797200,84,7.7,3.1,44.993,-93.175
13,2024-07-25,15.0,55,444,335,120,912,932,27.2,1721941200,8.8,132,4.9,1721941200,16.7,1721905200,0.0,0.0,992,final,65,1022,0.0,0.0,335,1322,10646,8045,8038,22.2,1721883600,132,9.3,3.3,44.993,-93.175
63,2024-07-26,18.5,55,442,334,119,911,931,29.4,1722024000,4.9,161,7.9,1722020400,19.4,1721988000,0.0,0.0,987,final,70,1017,0.0,0.0,186,1318,10618,8013,4454,24.5,1721970000,161,11.8,5.8,44.993,-93.175
36,2024-07-27,20.2,55,441,333,119,911,929,32.8,1722114000,8.3,173,8.6,1722106800,22.2,1722074400,0.0,0.0,982,final,67,1012,0.0,0.0,314,1314,10590,7981,7533,27.5,1722056400,173,12.9,5.8,44.993,-93.175
42,2024-07-28,19.7,55,440,331,119,911,927,31.7,1722200400,9.2,169,6.6,1722142800,21.7,1722225600,10.8,10.8,979,final,68,1009,0.0,0.0,311,1309,10563,7948,7468,26.4,1722142800,169,16.5,5.4,44.993,-93.175
50,2024-07-29,19.7,54,439,330,119,910,925,30.6,1722283200,8.9,211,5.8,1722229200,21.1,1722247200,2.8,2.8,979,final,71,1008,0.0,0.0,304,1305,10536,7914,7301,25.8,1722229200,211,10.7,2.1,44.993,-93.175
48,2024-07-30,20.5,54,438,328,119,910,923,31.7,1722376800,7.2,204,4.2,1722348000,22.2,1722337200,0.0,0.0,978,final,69,1008,0.0,0.0,296,1300,10512,7880,7106,26.8,1722315600,204,10.0,2.5,44.993,-93.175
40,2024-07-31,20.8,54,437,327,119,910,921,31.7,1722456000,8.3,156,7.5,1722481200,21.0,1722484800,8.0,8.0,981,final,75,1010,0.0,0.0,312,1296,10488,7845,7477,25.9,1722402000,156,14.3,4.0,44.993,-93.175
80,2024-08-01,18.7,54,436,325,119,910,918,23.9,1722553200,4.3,236,9.0,1722499200,19.0,1722492000,45.5,45.5,984,final,84,1014,0.0,0.0,134,1292,10463,7809,3208,21.6,1722488400,236,15.9,3.9,44.993,-93.175
7,2024-08-02,17.9,54,435,324,119,909,916,32.8,1722628800,8.2,308,6.1,1722643200,19.4,1722596400,0.0,0.0,987,final,62,1016,0.0,0.0,323,1289,10437,7773,7746,26.3,1722574800,308,8.8,3.1,44.993,-93.175
29,2024-08-03,15.5,54,434,322,119,909,914,28.9,1722722400,5.8,143,6.1,1722736800,18.3,1722679200,2.3,2.3,985,final,60,1015,0.0,0.0,263,1285,10410,7735,6323,24.2,1722661200,143,12.1,3.2,44.993,-93.175
78,2024-08-04,18.6,53,433,321,119,909,912,28.3,1722805200,6.1,68,5.9,1722826800,21.1,1722754800,0.0,0.0,984,final,71,1013,0.0,0.0,216,1281,10383,7697,5183,24.4,1722747600,68,9.6,3.7,44.993,-93.175
87,2024-08-05,17.3,53,431,319,119,908,909,22.8,1722834000,2.7,86,10.8,1722898800,15.6,1722906000,57.8,57.8,986,final,89,1016,0.0,0.0,32,1278,10354,7658,766,19.2,1722834000,86,17.8,5.1,44.993,-93.175
39,2024-08-06,11.8,53,430,317,118,908,907,25.0,1722978000,6.4,80,6.9,1722920400,13.9,1722942000,0.0,0.0,990,final,63,1020,0.0,0.0,281,1274,10324,7619,6738,19.7,1722920400,80,13.4,3.1,44.993,-93.175
55,2024-08-07,13.6,53,429,316,118,907,904,24.4,1723053600,3.8,181,5.1,1723053600,16.1,1723028400,0.5,0.5,985,final,65,1015,0.0,0.0,176,1270,10294,7578,4232,20.6,1723006800,181,8.8,2.8,44.993,-93.175
63,2024-08-08,11.5,53,428,314,118,907,902,21.7,1723140000,6.9,277,9.3,1723150800,15.7,1723176000,0.5,0.5,985,final,65,1015,0.0,0.0,241,1266,10262,7537,5790,18.9,1723093200,277,14.0,5.9,44.993,-93.175
70,2024-08-09,8.9,53,426,312,118,907,899,20.6,1723226400,6.0,303,7.8,1723222800,13.9,1723201200,0.0,0.0,987,final,60,1018,0.0,0.0,288,1261,10228,7496,6903,17.1,1723179600,303,13.4,5.7,44.993,-93.175
27,2024-08-10,8.9,52,425,311,118,906,896,23.3,1723323600,6.3,303,6.5,1723320000,11.7,1723287600,0.0,0.0,989,final,57,1019,0.0,0.0,207,1257,10194,7453,4965,17.9,1723266000,303,11.7,4.3,44.993,-93.175
35,2024-08-11,9.8,52,423,309,118,906,893,25.0,1723399200,8.2,279,3.6,1723402800,13.9,1723374000,0.0,0.0,989,final,56,1019,0.0,0.0,270,1252,10158,7410,6475,19.7,1723352400,279,6.4,2.2,44.993,-93.175
24,2024-08-12,11.1,52,422,307,118,905,891,27.2,1723492800,7.5,199,3.6,1723503600,14.4,1723456800,0.0,0.0,989,final,55,1019,0.0,0.0,305,1248,10121,7366,7330,21.5,1723438800,199,3.9,2.0,44.993,-93.175
18,2024-08-13,13.7,52,420,305,118,905,888,27.2,1723579200,7.7,172,3.9,1723582800,16.7,1723543200,0.0,0.0,989,final,60,1019,0.0,0.0,301,1243,10083,7321,7229,22.5,1723525200,172,9.3,2.4,44.993,-93.175
63,2024-08-14,15.8,52,418,303,118,905,885,26.7,1723654800,2.6,144,8.4,1723665600,17.8,1723633200,0.0,0.0,987,final,69,1017,0.0,0.0,95,1238,10043,7276,2284,22.1,1723611600,144,12.0,5.2,44.993,-93.175
90,2024-08-15,17.8,51,417,301,117,904,882,26.1,1723752000,5.9,194,8.1,1723716000,18.0,1723712400,15.3,15.3,978,final,76,1008,0.0,0.0,228,1233,10002,7230,5482,22.5,1723698000,194,13.4,4.5,44.993,-93.175
90,2024-08-16,18.3,51,415,299,117,904,879,25.0,1723842000,3.6,274,4.6,1723838400,19.4,1723806000,2.8,2.8,977,final,83,1006,0.0,0.0,149,1228,9960,7183,3588,21.5,1723784400,274,11.8,3.5,44.993,-93.175
90,2024-08-17,18.0,51,413,297,117,903,876,25.6,1723921200,5.6,205,5.5,1723914000,20.0,1723885200,3.2,3.2,982,final,79,1012,0.0,0.0,196,1222,9916,7136,4693,21.9,1723870800,205,11.9,3.8,44.993,-93.175
22,2024-08-18,15.8,51,411,295,117,903,872,27.8,1724007600,7.0,191,5.1,1724004000,17.8,1723978800,0.0,0.0,988,final,66,1018,0.0,0.0,290,1217,9871,7089,6971,23.2,1723957200,191,8.8,2.3,44.993,-93.175
14,2024-08-19,12.1,50,409,293,117,902,869,26.7,1724101200,7.8,132,2.9,1724112000,16.7,1724065200,0.0,0.0,992,final,54,1022,0.0,0.0,280,1211,9825,7040,6726,22.1,1724043600,132,4.0,2.1,44.993,-93.175
59,2024-08-20,15.4,50,407,291,117,902,866,24.4,1724187600,2.5,123,5.3,1724191200,17.2,1724155200,0.0,0.0,993,final,72,1024,0.0,0.0,72,1205,9779,6992,1739,20.7,1724130000,123,6.0,2.9,44.993,-93.175
29,2024-08-21,13.8,50,406,289,117,901,862,24.4,1724274000,5.9,142,5.1,1724270400,16.1,1724238000,0.0,0.0,993,final,67,1023,0.0,0.0,285,1198,9732,6943,6844,20.3,1724216400,142,8.4,3.4,44.993,-93.175
66,2024-08-22,12.7,50,404,287,116,900,859,22.8,1724367600,3.9,168,7.0,1724356800,16.1,1724328000,11.5,11.5,990,final,66,1020,0.0,0.0,146,1192,9687,6893,3505,19.4,1724302800,168,10.9,5.0,44.993,-93.175
86,2024-08-23,15.3,49,402,285,116,900,855,26.7,1724450400,3.7,183,4.2,1724414400,17.8,1724392800,0.0,0.0,988,final,66,1018,0.0,0.0,188,1185,9645,6843,4515,22.0,1724389200,183,9.2,3.4,44.993,-93.175
44,2024-08-24,17.5,49,400,283,116,899,852,29.4,1724529600,7.4,135,6.0,1724554800,18.3,1724497200,0.0,0.0,987,final,68,1017,0.0,0.0,281,1178,9607,6793,6752,24.1,1724475600,135,9.8,3.9,44.993,-93.175
82,2024-08-25,21.9,49,399,281,116,899,848,30.0,1724612400,2.6,137,4.4,1724598000,23.3,1724580000,0.0,0.0,985,final,77,1015,0.0,0.0,91,1172,9574,6743,2192,26.4,1724562000,137,8.8,3.5,44.993,-93.175
59,2024-08-26,23.4,49,397,279,116,898,844,32.8,1724706000,4.1,132,9.3,1724716800,21.7,1724724000,25.0,25.0,985,final,79,1014,0.0,0.0,190,1167,9540,6693,4568,27.5,1724648400,132,24.6,2.5,44.993,-93.175
85,2024-08-27,19.3,48,396,277,116,897,841,25.0,1724796000,2.3,220,8.3,1724752800,20.0,1724756400,16.8,16.8,985,final,80,1015,0.0,0.0,66,1162,9505,6642,1580,23.0,1724734800,220,25.6,3.3,44.993,-93.175
79,2024-08-28,16.7,48,395,275,115,897,837,23.9,1724882400,2.3,61,5.5,1724889600,17.8,1724850000,0.0,0.0,988,final,80,1018,0.0,0.0,63,1157,9469,6590,1517,20.4,1724821200,61,6.8,3.3,44.993,-93.175
79,2024-08-29,19.6,48,393,272,115,896,833,31.1,1724961600,3.5,156,7.4,1724965200,19.0,1724914800,23.0,23.0,985,final,82,1015,0.0,0.0,130,1152,9431,6537,3111,23.0,1724907600,156,12.7,5.4,44.993,-93.175
30,2024-08-30,13.4,48,391,270,115,895,829,26.1,1725051600,7.3,267,6.8,1725048000,16.7,1725015600,0.0,0.0,986,final,63,1016,0.0,0.0,267,1147,9393,6485,6416,21.5,1724994000,267,10.5,3.9,44.993,-93.175
11,2024-08-31,13.3,48,390,268,115,895,825,28.9,1725134400,7.3,242,8.6,1725138000,16.1,1725102000,0.0,0.0,985,final,58,1015,0.0,0.0,264,1142,9354,6431,6339,23.0,1725080400,242,14.3,4.8,44.993,-93.175
14,2024-09-01,8.5,47,388,266,115,894,821,22.8,1725228000,6.6,316,5.9,1725166800,15.0,1725188400,0.0,0.0,992,final,51,1022,0.0,0.0,261,1137,9313,6377,6267,19.2,1725166800,316,13.2,3.9,44.993,-93.175
13,2024-09-02,10.1,47,386,263,115,893,816,23.3,1725310800,6.6,170,5.3,1725303600,13.3,1725271200,0.0,0.0,994,final,60,1025,0.0,0.0,263,1131,9271,6323,6312,18.8,1725253200,170,8.8,3.0,44.993,-93.175
12,2024-09-03,10.4,47,384,261,114,892,812,25.6,1725397200,7.1,176,8.1,1725393600,14.4,1725361200,0.0,0.0,991,final,55,1021,0.0,0.0,261,1125,9228,6268,6267,20.1,1725339600,176,11.8,5.2,44.993,-93.175
37,2024-09-04,11.8,47,383,259,114,891,808,27.2,1725483600,5.2,169,7.6,1725487200,15.6,1725436800,0.0,0.0,989,final,55,1019,0.0,0.0,224,1120,9183,6212,5366,21.4,1725426000,169,11.6,5.1,44.993,-93.175
51,2024-09-05,13.0,46,381,257,114,891,804,24.4,1725566400,5.2,291,7.9,1725562800,16.8,1725595200,0.0,0.0,989,final,60,1019,0.0,0.0,246,1114,9137,6157,5900,21.3,1725512400,291,13.4,5.3,44.993,-93.175
40,2024-09-06,9.3,46,379,254,114,890,799,19.4,1725652800,5.2,220,6.4,1725656400,12.2,1725616800,1.3,1.3,994,final,66,1024,0.0,0.0,247,1108,9090,6100,5922,16.0,1725598800,220,12.3,2.9,44.993,-93.175
16,2024-09-07,6.9,46,377,252,113,889,795,20.6,1725750000,6.1,162,4.1,1725692400,8.9,1725706800,0.0,0.0,994,final,60,1025,0.0,0.0,202,1102,9041,6044,4850,15.1,1725685200,162,5.6,2.4,44.993,-93.175
34,2024-09-08,10.0,46,375,249,113,888,790,25.6,1725829200,6.7,238,6.3,1725822000,12.8,1725796800,0.0,0.0,987,final,57,1018,0.0,0.0,249,1095,8991,5987,5967,19.1,1725771600,238,10.3,4.2,44.993,-93.175
22,2024-09-09,12.6,45,372,247,113,887,785,27.8,1725915600,5.3,197,5.5,1725912000,15.0,1725883200,0.0,0.0,986,final,59,1016,0.0,0.0,243,1089,8940,5929,5832,21.3,1725858000,197,7.6,3.2,44.993,-93.175
40,2024-09-10,12.1,45,370,245,113,886,781,27.8,1725998400,5.4,165,6.6,1725984000,17.2,1725966000,0.3,0.3,981,final,54,1011,0.0,0.0,204,1082,8887,5871,4907,22.2,1725944400,165,10.2,4.7,44.993,-93.175
9,2024-09-11,11.8,45,368,242,113,885,776,29.4,1726092000,6.3,181,4.7,1726041600,18.3,1726056000,0.0,0.0,982,final,49,1012,0.0,0.0,241,1075,8832,5813,5781,23.4,1726030800,181,8.8,3.2,44.993,-93.175
14,2024-09-12,14.1,45,366,240,112,884,771,30.0,1726174800,6.4,134,6.1,1726164000,16.7,1726142400,0.0,0.0,985,final,59,1015,0.0,0.0,240,1068,8777,5755,5753,22.7,1726117200,134,8.8,4.0,44.993,-93.175
44,2024-09-13,14.6,44,363,237,112,883,766,27.8,1726261200,4.8,124,6.5,1726264800,17.8,1726228800,0.0,0.0,987,final,61,1017,0.0,0.0,185,1061,8720,5697,4437,22.8,1726203600,124,9.3,4.1,44.993,-93.175
98,2024-09-14,17.5,44,361,235,112,882,762,23.9,1726351200,4.1,148,4.4,1726326000,20.6,1726311600,0.3,0.3,987,final,75,1017,0.0,0.0,151,1054,8662,5638,3630,22.2,1726290000,148,8.4,3.3,44.993,-93.175
51,2024-09-15,18.5,44,358,232,112,881,757,30.6,1726434000,5.1,170,6.7,1726430400,20.6,1726401600,0.0,0.0,987,final,67,1017,0.0,0.0,231,1046,8603,5579,5550,25.4,1726376400,170,10.3,3.9,44.993,-93.175
36,2024-09-16,16.7,43,356,230,111,880,752,31.7,1726516800,3.7,162,6.3,1726516800,20.6,1726484400,0.0,0.0,987,final,59,1017,0.0,0.0,177,1039,8544,5520,4245,25.9,1726462800,162,10.9,3.9,44.993,-93.175
36,2024-09-17,15.8,43,354,228,111,879,746,30.6,1726603200,6.0,171,6.6,1726610400,21.7,1726574400,0.0,0.0,984,final,56,1013,0.0,0.0,218,1031,8486,5461,5244,25.5,1726549200,171,12.2,5.0,44.993,-93.175
61,2024-09-18,14.7,43,351,225,111,878,741,30.0,1726689600,1.9,156,6.4,1726693200,20.6,1726660800,0.0,0.0,981,final,54,1010,0.0,0.0,64,1022,8429,5402,1528,24.8,1726635600,156,10.9,4.8,44.993,-93.175
54,2024-09-19,17.6,42,349,223,111,876,736,29.4,1726768800,5.2,175,7.1,1726768800,20.6,1726747200,13.3,13.3,977,final,68,1006,0.0,0.0,186,1014,8373,5344,4469,24.2,1726722000,175,12.8,4.6,44.993,-93.175
3,2024-09-20,11.1,42,347,220,110,875,731,27.8,1726869600,5.8,226,6.3,1726855200,17.2,1726833600,0.0,0.0,979,final,52,1008,0.0,0.0,220,1005,8320,5285,5285,22.1,1726808400,226,9.3,3.5,44.993,-93.175
61,2024-09-21,12.7,42,344,218,110,874,726,27.8,1726948800,5.6,200,8.0,1726966800,17.0,1726977600,29.3,29.3,979,final,56,1009,0.0,0.0,216,998,8266,5227,5190,21.9,1726894800,200,12.0,4.9,44.993,-93.175
28,2024-09-22,6.8,41,342,215,110,873,720,21.1,1727038800,4.7,219,7.0,1726992000,12.2,1727006400,0.0,0.0,987,final,55,1017,0.0,0.0,203,991,8211,5168,4869,16.3,1726981200,219,12.8,4.8,44.993,-93.175
12,2024-09-23,6.7,41,340,213,109,871,715,21.1,1727125200,5.6,139,4.9,1727136000,10.0,1727089200,0.0,0.0,985,final,60,1015,0.0,0.0,213,983,8158,5110,5110,15.4,1727067600,139,9.3,3.0,44.993,-93.175
49,2024-09-24,9.7,41,338,210,109,870,710,23.3,1727208000,5.4,239,3.9,1727208000,12.8,1727161200,0.0,0.0,980,final,63,1010,0.0,0.0,206,976,8108,5052,4941,17.1,1727154000,239,5.6,2.6,44.993,-93.175
1,2024-09-25,11.2,40,336,208,109,869,704,26.1,1727298000,5.5,263,3.5,1727301600,13.3,1727265600,0.0,0.0,983,final,62,1013,0.0,0.0,208,968,8063,4994,4994,19.6,1727240400,263,9.3,1.6,44.993,-93.175
0,2024-09-26,11.4,40,334,206,109,867,699,28.9,1727380800,5.4,186,5.1,1727380800,15.6,1727352000,0.0,0.0,985,final,56,1015,0.0,0.0,206,960,8026,4937,4937,21.4,1727326800,186,7.7,2.8,44.993,-93.175
0,2024-09-27,11.8,40,333,203,108,866,693,29.4,1727470800,5.3,159,3.1,1727413200,15.0,1727438400,0.0,0.0,985,final,57,1015,0.0,0.0,203,954,7990,4880,4880,21.6,1727413200,159,5.2,1.8,44.993,-93.175
3,2024-09-28,12.9,40,331,201,108,865,688,30.6,1727557200,5.3,231,4.9,1727553600,15.0,1727524800,0.0,0.0,985,final,61,1016,0.0,0.0,201,949,7952,4822,4822,22.0,1727499600,231,6.0,2.3,44.993,-93.175
0,2024-09-29,11.2,39,330,199,108,863,682,28.3,1727643600,5.2,165,4.4,1727647200,15.0,1727607600,0.0,0.0,985,final,58,1018,0.0,0.0,199,944,7914,4765,4765,20.8,1727586000,165,7.2,2.6,44.993,-93.175
19,2024-09-30,9.3,39,328,196,107,862,677,29.4,1727730000,4.9,208,8.7,1727737200,15.0,1727694000,0.0,0.0,983,final,52,1013,0.0,0.0,196,938,7875,4708,4695,20.5,1727672400,208,14.7,5.8,44.993,-93.175
41,2024-10-01,-0.1,39,326,194,107,860,671,17.8,1727812800,3.9,281,10.1,1727758800,9.4,1727784000,0.0,0.0,991,final,39,1021,0.0,0.0,112,932,7834,4650,2694,14.2,1727758800,281,15.6,4.8,44.993,-93.175
